,stallName,region,postalCode,locationName,images,,stallNumber,deliveryAvailable,contact,foodTheyServe,favorites,dietaryRestrictions,priceRange,nameOfHawker,moreAboutThisHawker,openingHours,whatAreTheConcernsThisHawkerIsFacing,recommendedBy,,,,,
,,,,,https://drive.google.com/drive/folders/11KF9_fdXb2zvuEW-xfoLY1I4Lu4v0gb_,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1TMO66FKLdke4V2slAhgdEjN7hurJrIlm,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1MmESNp7OvUdR6vOy0FgddN0GqnAInA-1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1kSVBDRC0JHClNnDbTOa1mjvpB0EOSoq7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1XzrSIemnhLBj7J0MpW0xGgopuY_SRp_K,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZEdIxev1bntHE4BpMjeDi3jvrEVjtZ6p,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ndVs4azs20PbZrzXbzzr3MK6v4tBtHg_,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1oxfu8leu89gJE-vMgwR9bDq1Oxs5nBka,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1lWfTMVDABs6AvZykch3N0NUA77sWpZHe,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1BYb21PEj4OaqV-yYC9RDMdsM59H0z4Ux,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1F33KFHna_R4vEGZeByO5LoE8RSFf3Min,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/196xeP8kL5mHYFfYoHd76qkgsKpTtU2pg,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-A_VMZkuKfpBe5UeeNNXtsB6gV0lID3J,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1jm_HPdseTSBJPbKp0eoo0marXU7GE_2m,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vJsaWkBWwvJ25zJh6GPEURCHjSFrq9Kb,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1igzprUcXBA8bYCWAx1dMeTncB_HtEdc7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1j_2hS4ZPtY0IBVuhzMfNQtL5GFezpLDS,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1R2rOI-VJgTGzZhQkzMNURVeel4DFitTB,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1uwsiEKViceudBH2DY9Ke4GtCA7LoOm63,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-wUd7M6mckLIi3RFPHV9lYzbTvBBMvuh,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1WLpKvWyh4ypDyZ07dN1wtdI7tRyU_WMN,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1pQyf8NKmOuLt0c5KIUQbcJFUbO05kWlz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1WhGhbq_HhnkDzSchPMOTfnalSozsfC7h,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/183TM9MOywJjZHyMV2GPMErWNLR7B7uON,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/11paqCcp5K4lpLvYjughB_tVeuCHqrUXw,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14V_rh_NSwC_2S50GwH0P2hJWg4aPcpic,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vAzX_J_ovcJ9pf8nqCfS7OpaV7BFlO1F,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GXCV2e8d93VSN6cOi1vokbXslxJ_liXH,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HpXPTF1k9PqjS336b-eEDTaBK-Dl9Ya9,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Gl6tHv5qE7hnGUEofq-9pyq67cGuq8dk,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ojsUuq6ljO7x0LnJMA9fHY-R1wiMUyx2,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1axWqpaoDddQMXxOFbrmMkXFAGfSzPbDV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1sLhc-MbFJjXGEPDvuhXKF0U3Nw3Er_mL,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1SxGFHA7OWXlOQVDn_WxFV9vOm1ghs8w2,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12e70ZIIEemBDvfBirwc5A3n3viq3_VJi,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1J5NcMnMwdd5Tp_lPaeGqM6yFwx1PHBxp,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/19c7hs1Xqi-3N-Wxr4zOFPFPGt_ZkSKgF,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1parLKzCiopcvIQz52v5cU8FGFESiDsfK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZsWtXKD9iux7tbtnn7dszJHUPKOvXaXk,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1k9bL3khXj0O-5XNs451rzjQVk3iglRif,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1SWUtxoej6Ma4qEKZlkMOAWZknrDFUqpE,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/10ZNTIfn1scnganvRTkXKD67Pd7D96aKt,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vwbwZa9Z5hO1Gt9bHJkaGVnUuTcEQt7g,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-ngM2HV8e19I2f7hRbswRz9jsA-HH34a,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1sR_9q72-rq_lZnvH8yupdh1YOKBzoEd6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1UxhAMv4HVnc_kTAbfZYHX0rvnOf4vrPZ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1niHsE9Irlz4ZYPdbJ-s8RDuzvo_CQ8lv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1L-i7T1DPy02TsM7IJegGvTw0WKQjzfRx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1omuGUdzzLc6LOz2oHGIMwsNQUEa_oIkY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VQf00KaEqBo2RFrza1Ppzm2OhEMGM5V9,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1kY-gral3T035HFQfIUqv_judbAEdLiYR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VRvzXuZfUyhQyTapVjhIZJubbbEgIbwN,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1BlZfVwwVP5S_tupZc-ubkZWjVJNxuWIV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1wET_zl_v0YfMIjVq1PXP9rP-ZVO7OBFv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1IqE0fQYP7C1lDhMmf3TC01g95oaAdAgV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/165nYv-1BsDYz3Wlbk-ptP1qKjlbCH3Xk,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HPv5fLaxUhLaB6PUaDm1M054RWkHFKWT,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1cjm4NFzK7lTbz_s-rB_VNCnioCOCA6Up,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1KgPrJwI-gjBOqSImVFm79hqjS-44lGZ5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GZOA0Y0zqJNHJuYr9_z6B8amJrLQrmE7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1gRxJWyoXsQoxH1E71ahMxw8A9vHbjqxU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1UgYIpfesPiLN-RvXIKz0CnLzQs2mIcns,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1IqWim8bPg3wT1JdhIYSdVe-0SMSgQgU5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1axc8hmWUdrAEMP5jY4uI4mLm9bRjnkev,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1LTuSig7Ai3F0iMks0IMa4wbxh4oG4xat,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1qBXJc_6_m05i0LFwrSt7kHpPX-I5WS2S,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/16UzNlgK7-kvcRRsLp4coNvy2Kc7XCekD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vFOaHuuvrV6HfvbLOWn_kvH75IbweCo7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1jzXfupItXflu1RNg7QjM_NxvA_bAVSgp,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1tab0K8GOnJXBLI4MNzrk1kpwlZLuDdy6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1BogOKpz57lVcSjypPVqqQweV2gqmni26,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1mKQU05wEVgt50_VH8UsThztfLxit6zQ2,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1TcvQWc3j1IplOWncW2nD0fwnTTN-sgem,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1J-TDXw241piC4af8SN8rS8TdFb0WZujX,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1x_yE9Qalpsg0auyZ-t-goffQUR7q0tCg,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1epcPWPfS0KJhiRF1w_LrcmKOIIrdrZYF,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1jpUUjxUQumWFJBRC8BXrH8GiVLMNc_II,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1OT9FjJgvAkh32Zt0QXVSU2i7k7i5jJxR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1gqZOt81FS-J_S3mhxGPpvoebNUI8xBko,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1wZden2MMXEmkUt5vS4P1LjgpVGI2tUf-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/16NM1nlDR9-r4L2AKnAtLfx0riHv0QFb8,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1FeO0b7XqhpxIiaIbeeyYS_cJzdX0KNld,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1TznczZmhwsvasECqbdcxUWC4ieSEFhs5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1k8uZQiZhN2gzf7vzZqhr3VQRCxkG0JKh,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bCAslTf66BQNvP-i9JOZvSObLv34z2up,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/148MpjOWDHBHam4i54qoAAP5Ks2CfPAet,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1eTJbKHHvJLWtv6ir5OK8THRTZItobakW,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HIN6ms1fgGkbdrBnrmgoGgn_LbRLR7Y6,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ynUD6eLNLgKkYvtSkpeZUujH7kpgKAyt,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1jFvbWb-P7nKdVgPES1iMiIs8_w3-mbH1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GTPmJI5QaGUp_PV37XNHWzmr2xW24ZwX,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Lq0MKsIzVlx_YcGR5TweorZBeQUa6q74,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1JZi4AH3DrKcUqQ0Y46wsz-QJWn42qmXg,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1w4VOM_E1oUYXmvrH-q9yQ5EwPVLIYt4z,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Fl1IkskRiqk3aHH9Q3ANZ5D_GXB-4Ojg,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1DOqlTAE8sMLSbeqbc1xgphpPelyo8gHz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1E0qYJW6bdTW3O0BEns4BimNqkFUJycTP,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14g77Llb52cuQbe2mKydPt64fCvONR35m,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1BSYY03f3lHyJhJJqRH93R0Uy41AaBmB9,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1pvplEXAH4DeumRZjkO7CgOrITYswdZH5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ZlxJ8httrPyt-sWykvJMW4kEz260L5TC,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/17cJRHO_3qV11d7HcseeT-Cn5wQHb7tkK,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1mYPfz2GEFEDzsHunKAKkbeVPMG7EikLZ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1pV-fFmTPBWzDdpd7BCeyolyn6JdYfjRm,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1hb_4MB6LZTKK43KSQ7FmqXK1jIo_9puL,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1XXJqbKoXzbzWUlxLV8WtjJCbweay0Dvt,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Z5S1A0f19UsFWqyKgCPn0nD9EBGetl6H,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12Aq-4CZbtMvG5TENHNYyMOWvZ14aRgLY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Z4VqDfGzvoNTPVVNZhcTj28MI_7NY224,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1qeF3sJkEPc64htG9vYoK0mesUcxI3G2A,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1TAyp60jUpmBNHJZM8JnvoMp48oB1JQt_,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rI8bnXyljwDy0FslsSl0pXkOhM_nVdbm,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1xj_6OeeTIzLQPsPvRFRFdYvM4nwxhBkZ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1dgTvt-Qedn_jkRLWEwJib2s-YwsBaorj,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14qfmS2KVNxj27MNQQeSC5yefemr0xvUr,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1LkvJPZAj6zeRAcMcn0GWAz1zRD-2mKrS,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/11T3-0EIYw0KNiKFCNn9NVaM8_2Z0RJ8d,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1CvJjT6-7FwZCeatMBEjil-gdySIuTjRT,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1a9h_3cUL-p4K4rS2O2xZYzbdVm_mfkyc,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Um4_4JH9a0fcFAuGZSTPMtNG1EBjelez,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rcwF0RaSlxMzdDqHj37krv8KFubwgPqI,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1rQJtXEUjoO_DYpP5_YE8ih_6ffrkIa_U,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ntb92Xi0903MgqZt28_aOA7CohxZbBy7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/10z2hyz__5BE-GqQgRwsbEwNUoPuvo4cv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1MC77mx5TPaKcW94FJ8-m1-JAVUWlso9R,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-SenjDRcMhkvprQcCVBGzUNM2uEgMtRG,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1lf2CD21oW0xAHKYGn8WP-N7hVyPSarNI,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1BULqZT5U46yo6CGoLsXR6rqAmLBsN_ZP,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1zBklznIeAdYTusu6IOPLdqxkfg_YBXGG,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1TvftUn7xZVNF9N2IDWuTgN5o2AP8H9L3,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fGqW-b6CaGuRtLIaDm-Y6wnuUyglpqO2,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/17Rm8rslAJrUc8VEolKlMZzBiQ4fHO7x5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1qNAFvC8BVLlCZ1IIpHaC95o4Vfjn9r-q,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1WQbC6Hr_jI1Agcsrfbol8AX7snQReNq2,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1C87YiKj82sTNjQBO6jvrbf_v536rXhTx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1BYJFi9L_d7bfWsM4-6Eky0GB_7S7G2nx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1gJUpU1_TWcVKqzQX6syFp_O1t-sIe9Au,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Heqhch2SJZGqLKjZuOTGmoOozYph7xuw,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1HSFeSr74DlzizScebPD1eEItAwuJJpTo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GyhnCTx-MwxINbAf4ID0HmtUjWcXLzbJ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/15nK0AAIppd_oBh2kfFVjyptglFJOEACI,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Rf06oR9_t6g4Znr3VSMoLX8327UHmlxU,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1zqRu4HO--ZGTEhjqBcUUeewH8W5Qp_og,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1JYJbr5jTQ3cak469n8_jGC_I8XpPN-Mu,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bF7anr-__FRYOYsCG-AD-ZZpUS0gw9Zj,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1h_V-dO_NjPS8F3D6Pmtti69O14HlTiNR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1LHmbruUslVY8Pzi66q0VrmoFRiiNviU5,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1C9MSWgT_YeCJR--YL1cBiTDPWt-zC4fX,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1wF0i1uTeFgAGgI-0NEKgoLZimRGajLrY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fp4fOPn4a-XiGikxWVdO9qHRo_tSsuex,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1EZXFxDNjuUATNzZISgLIwP8tKJixROGD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1hYU8FryfgGw0nD7RKQCcPBRrZo5cgzLo,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1meSmBunJhkqvtabTtaKk0fOnmcxo4NC-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bY7qW5SfBKqUaTtHi5QOuIjfCDnfjP-D,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1Drp69372yK9dqVbUtrFOx5LO8wv77I6p,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1F5-UcN3cpvyxps8qrxmx3p3ex7Yeqt0c,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1mp_qysC9prPh9uLfBsPKA-ObNKZz4lrv,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1lbeSlMXUH4U3hY1VVKQEZzc87gydhpn3,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/17B05-sKZpPslcekwCseUWLTmEOx2BwsY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1fZA1SmJgF1xTY4nAMXi_MdfXz87IwmgY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1XF4QIA1Y4ZT5OeT0dZoSxBOQcGdcr5HH,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1FM9cafPtoWIVVBsu1w7ye9lz0gEu1goP,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/137IVK5pMFPlllNFBirdt2Yj89KE5GK5G,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1QmcjMiBDWo9k7B1kZRIUxcOkNR11KWir,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1bwarXnz2DokmQxf6XnV4WKoJW-CqkwHb,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1VXtaNP6eTiZQ4QnhhPQDcQ_jqF-7K31S,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1YPudSnBzoExp46PSbHIpnlaJzyApIR0c,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1EiHpCXJqZMjhYDprXwa_5EnFVgjO0MaL,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1_ExOBN1_KmDHvDrOIkdTG3Es-TUH7py1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1XpuE7nbxD39Agr5LHv7FLnA6ozun-TiV,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1245QykgytT3DFfPNQNxp7IVK9aAcdQMY,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1oHhQFeF-waQji0TsWxNyZYuVWdbBoOcE,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1GxjVVoEYegQ1z35XoqqXOHuWwGG7nASx,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1ONoeovMeuaDDfWm2csAltuN_A_4gQtzj,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/12OOpcWGTSM0NqaeSX_2Uq8EyrE2IuJCw,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1_PNcrt_Niu0uOcxQodfSRNUyad_y1hoD,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1-b_FJMt8zbE699lYn8YVtskOJAdoT1G1,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/15_TV8J-5JzqM8pD9gtGABEQlPW4GSf1K,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1m7W3HfUS1MCqQUd5RLgM-kCXQdrVDfZb,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1aHrkmrOEB2aUDnpQM4k-KdDA_PlZ5Ud-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1JZJ6vHbvwOeWpyoCWjjxjnd_oRkUMRLN,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1P-QqyfTSD7FlqC1kPozLlK4hveE_5PNN,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1h0_7kg6bxl55Do7nDrSsL5BzvjylQv3O,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1DO-yuB2dOwjh7yXpfiB8SQQ8L4luf4I_,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1u8o2mtjSn_DtEsBHVgnXuP42REERnRFe,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1J0ayDLXyLI0OWLQxSlus0gsJyVofJ5WE,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/14MB3pD1HLhQWMEcBsSdsj40Ng49loSwd,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1OnFMnVQ1WtBNzpoExUM3-UtyUKahCOJ-,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1v_WmB3tgFmy8AeIOMn-mn7W1gL6uEYAZ,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1vlTF8hU-m5Of5u6WsuodJlEMZbRBt05Q,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1kZobbvLFJuiTW_y3PRRDDKDfdTtw0QK7,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1tACSjbltwy3pPNt4G6ljMqg2C4hQooGz,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1pCvuraMhodDqDp9YBN8IUjUeujTJHGfS,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1AxS0VHke7StV0AsgBiIUk6wh8IUIu0On,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1iMmT5Kk1LJujZ4XlMV-ljvjdvGcyn8VR,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/1maxRu6e1OhVSjNTpkbyZMTxzkz2wuNZW,,,,,,,,,,,,,,,,,,
,,,,,https://drive.google.com/drive/folders/17Y6b2fh0x3mG3lwrrMF_jrCTvkrZ5fCz,,,,,,,,,,,,,,,,,,
